,16896,15255,16434,19178,18644,16793,16716,18296,17531,18745,9201,17075,16802,17309,17706,16908,19054,16863,17293,16999,16804,16904,18311,18211,19553,18661,18431,16970,18888,19382,17036,19035,17338,18675,17059,15622
2022-07-31T21:00:00-04:00,1.0,3.0,,,11.0,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,
2022-07-31T23:00:00-04:00,4.0,,,22.0,,,,,,,,,,,6.0,,13.0,,,,15.0,,,,,,,,,1.0,,,,,,
2022-08-07T12:00:00-04:00,18.0,,,2.0,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,8.0,
2022-08-07T13:00:00-04:00,1.0,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,
2022-08-07T14:00:00-04:00,7.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,9.0,,,1.0,,,,,,
2022-08-09T16:00:00-04:00,24.0,,,,4.0,,,,,,,,,,,,,,,6.0,,,,,,,,,,1.0,,,9.0,,1.0,
2022-08-09T17:00:00-04:00,28.0,,,,,,16.0,,,,,,,,,,,,,21.0,3.0,,,,,,,,,,,,1.0,,1.0,6.0
2022-08-09T18:00:00-04:00,6.0,,,,,,13.0,,,,,6.0,,,,,7.0,,,,39.0,,,,,,,,,,,,2.0,,2.0,
2022-08-09T22:00:00-04:00,2.0,,6.0,,,,1.0,,,10.0,28.0,1.0,,,2.0,6.0,7.0,4.0,4.0,,,45.0,2.0,6.0,,,,4.0,,5.0,12.0,8.0,,,,4.0
2022-08-10T16:00:00-04:00,2.0,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,16.0,1.0,1.0,,,,,,
2022-08-10T18:00:00-04:00,10.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,12.0,1.0,,,,,,,
2022-08-10T19:00:00-04:00,28.0,,,,,,,9.0,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,
2022-08-11T23:00:00-04:00,3.0,,,,,8.0,,,,,29.0,,,,,,,,,1.0,,,,3.0,,,7.0,1.0,,,4.0,,6.0,,,12.0
2022-08-12T00:00:00-04:00,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,
2022-08-13T11:00:00-04:00,2.0,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,
2022-08-13T14:00:00-04:00,4.0,,,,,,,,1.0,,,,,,,,,1.0,8.0,,,,,,,14.0,,,,,,,,,,
2022-08-14T13:00:00-04:00,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-14T20:00:00-04:00,16.0,25.0,,6.0,,10.0,,,,,,,,,,55.0,14.0,,,,,,,,23.0,5.0,,3.0,,,,,,,,
2022-08-14T21:00:00-04:00,4.0,19.0,,,,14.0,,,,,,,,,,41.0,31.0,,,,,,,3.0,2.0,13.0,,10.0,,,,,,,,
2022-08-16T21:00:00-04:00,1.0,2.0,,2.0,46.0,1.0,,1.0,8.0,,,,1.0,,2.0,,,2.0,,1.0,,,5.0,5.0,,5.0,2.0,,,,1.0,,,,1.0,3.0
2022-08-18T21:00:00-04:00,3.0,,2.0,,2.0,4.0,,,17.0,,,,,,2.0,1.0,,,,1.0,2.0,,19.0,,1.0,,1.0,,1.0,,,,,,,3.0
2022-08-18T23:00:00-04:00,6.0,,10.0,,,2.0,,10.0,,,,,,,5.0,,,,1.0,,18.0,,,,,,3.0,1.0,,,,,,,,
2022-03-19T00:00:00-04:00,,31.0,,,,,,,,,,,,,,,,,,46.0,,,,19.0,,,,,,,,,,,,
